mallid,mall,name,usps,geoid,INTPTLAT,INTPTLONG,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,Homeowner_vacancy_rate_percent,Median_Age_Female,Median_Age_Male,Median_Age,Percent_65_years_and_over,Percent_American_Indian_and_Alaska_Native,Percent_Asian,Percent_Black_or_African_American,Percent_Family_households,Percent_Female,Percent_Male,Percent_Nonfamily_households,Percent_Occupied_housing_units,Percent_Some_Other_Race,Percent_White,Rental_vacancy_rate_percent
1139,Apache Mall,Olmsted County,minnesota,27109,44.003429,-92.406722,144248,60495,1692165422,3755969,653.349,1.45,2,37.3,35.3,36.3,12.6,0.2,5.4,4.8,66,51.1,48.9,34,94.4,1.6,85.7,7.9,"shoes:1,women's clothing:4,children's apparel:2,hair care:1,clothing:13,maternity clothing:1,ice cream:1,jewelry:3,eyewear:2,personalized gifts:1,women's handbags:1,girl's clothing:1, clothing:1,women's jewelry:1,photography:2,sports apparel:1,beauty products:1,consumer electronics:2,sports clothing:1,restaurant:4, beauty products:1,footwear:1"
1140,The Oaks Mall,Alachua County,florida,12001,29.67574,-82.357221,247336,112766,2266291505,242910527,875.02,93.788,3.1,30.8,29.5,30.1,10.8,0.3,5.4,20.3,53.2,51.6,48.4,46.8,89.1,1.7,69.6,12.4,"men's clothing:2,cookies:1,shoes:2,plus size clothing:1,women's clothing:8,coffee:1,children's apparel:2,sports apparel:1,jewelry:3,beauty products:3,hair care:1,cellular accessories:1,children's clothing:1,clothing:20,maternity clothing:1,women's shoes:1,skincare:1,footwear:2,sports clothing:1,stuffed animals:1,restaurant:5,girl's clothing:1,candles:1, beauty products:1,eyewear:3,nutritional supplements:2,telecommunication:2,personalized gifts:1,women's handbags:1,diamonds:1, clothing:1,women's jewelry:1"
1141,The Oaks,Ventura County,california,6111,34.358741,-119.133143,823318,281695,4773691889,945991626,1843.133,365.249,1.4,37.7,34.8,36.2,11.7,1,6.7,1.8,73.9,50.3,49.7,26.1,94.8,17,68.7,4.8,"men's gifts:1,shoes:1,denim:1,women's clothing:4,children's apparel:1,skincare:1,clothing:16,chocolates:2,eyewear:2,mattress:1,personalized gifts:1,women's handbags:1,girl's clothing:1, clothing:1,women's jewelry:1,telecommunication:1,makeup:1,beauty products:3,children's clothing:1,furniture:2,consumer electronics:2,sports clothing:1,stuffed animals:1,restaurant:6,candles:1,perfume:1,nutritional supplements:1,footwear:1"
1142,South Towne Center,Salt Lake County,utah,49035,40.667882,-111.924244,1029655,364031,1922501205,168569885,742.282,65.085,2,31.3,30.3,30.8,8.7,0.9,3.3,1.6,70.8,49.7,50.3,29.2,94.1,8.3,81.2,6.8,"women's jewelry:1,footwear:2,cellular accessories:1,jewelry:3,restaurant:5,women's clothing:6,plus size clothing:1, beauty products:1,eyewear:1,children's apparel:3, clothing:2,nutritional supplements:1,telecommunication:1,beauty products:1,personalized gifts:1,sports clothing:1,children's clothing:1,furniture:1,clothing:14,maternity clothing:1,shoes:1"
1143,The Promenade Shops at Centerra,Boulder County,colorado,8013,40.094826,-105.398382,294567,127071,1881080439,36469028,726.289,14.081,1.8,37.1,34.6,35.8,10,0.6,4.1,0.9,57.7,49.8,50.2,42.3,93.9,4.5,87.2,4.6,"shoes:1,headwear:1,women's clothing:7,children's apparel:1,sporting goods:1,clothing:12,jewelry:2,chocolates:1,eyewear:2,girl's clothing:1,books and digital media:1, clothing:2,men's clothing:1,diamonds:1,beauty products:1,children's clothing:1,consumer electronics:1,sports clothing:1,stuffed animals:1,restaurant:3,candles:1,perfume:1,nutritional supplements:1,footwear:1"
1144,Embry Village,DeKalb County,georgia,13089,33.770661,-84.226343,691893,304968,693033963,9220158,267.582,3.56,3.8,35.6,32.9,34.3,9,0.4,5.1,54.3,59.4,52.1,47.9,40.6,89.1,4.5,33.3,12.8,
1145,Castleton Square,Marion County,indiana,18097,39.782976,-86.135794,903393,417862,1026408097,17377675,396.298,6.71,3.3,35,32.8,33.9,10.6,0.3,2,26.7,59.6,51.8,48.2,40.4,87.6,5.4,62.7,12.5,"shoes:1,children's footwear:1,women's clothing:6,children's apparel:1,home furnishings:1,skincare:1,hair care:1,clothing:12,telecommunication:2,jewelry:6,headwear:1,eyewear:3,mattress:1,personalized gifts:1,girl's clothing:1, clothing:2,women's jewelry:1,women's shoes:1,photography:1,plus size clothing:1,sports apparel:1,beauty products:1,children's clothing:1,consumer electronics:2,sports clothing:1,restaurant:4,candles:1,video games:1,perfume:1,nutritional supplements:1,footwear:2"
1146,St. Lawrence Centre,St. Lawrence County,new york,36089,44.488112,-75.074311,111944,52133,6942144728,365348866,2680.377,141.062,1.6,39.2,35.7,37.5,13.9,1,1,2.2,63.9,49.2,50.8,36.1,79.8,0.6,93.9,5.5,"men's clothing:1,photography:1,women's clothing:1,sports apparel:1,beauty products:1,hair care:1,clothing:3,jewelry:1,restaurant:4,video games:1,nutritional supplements:1,footwear:2"
1147,Rosedale Center,Ramsey County,minnesota,27123,45.01525,-93.100141,508640,217197,394228284,46271710,152.212,17.866,2,35.9,33.3,34.6,12,0.8,11.7,11,58.1,51.5,48.5,41.9,93.3,2.9,70.1,7.4,"men's clothing:1,women's shoes:2,headwear:1,photography:1,makeup:1,women's clothing:9,children's apparel:1,sports apparel:1,beauty products:2,hair care:1,cellular accessories:1,children's clothing:1,clothing:17,maternity clothing:1,shoes:1,footwear:1,sports clothing:1,jewelry:5,restaurant:4, accessories:1,chocolates:2, beauty products:1,eyewear:2,mattress:1,nutritional supplements:1,telecommunication:2,personalized gifts:1,women's handbags:1,girl's clothing:1,furniture:1, clothing:1,clothing & shoes:1,women's jewelry:1"
1148,Dare Centre,Currituck County,north carolina,37053,36.372174,-75.941224,23547,14453,678194049,685673954,261.852,264.74,4.1,41.6,41,41.3,12.9,0.5,0.6,5.8,74.7,50.4,49.6,25.3,61.4,0.9,90.3,12.6,"clothing:1,footwear:1,ice cream:1,restaurant:1"
1149,Frontier Mall,Laramie County,wyoming,56021,41.29283,-104.660395,91738,40462,6956479515,4269807,2685.912,1.649,1.9,38,36,37,12.5,1,1.1,2.5,64.8,50,50,35.2,92.9,3.8,88.5,6.7,"telecommunication:1,women's clothing:2,beauty products:1,children's clothing:1,clothing:6,maternity clothing:1,shoes:1,sports clothing:1,jewelry:3,restaurant:3, beauty products:1,eyewear:2,nutritional supplements:1,women's jewelry:1, clothing:2"
1150,The Shops at Liberty Place,Philadelphia County,pennsylvania,42101,40.009376,-75.133346,1526006,670171,347321129,22289408,134.101,8.606,2.1,35.1,31.9,33.5,12.1,0.5,6.3,43.4,56.8,52.8,47.2,43.2,89.5,5.9,41,8.9,"men's clothing:1,shoes:1,women's clothing:2,beauty products:2,clothing:1,jewelry:1,restaurant:4,chocolates:1,eyewear:1,nutritional supplements:1,clothing & shoes:1"
1151,Twin Peaks Mall,Broomfield County,colorado,8014,39.953382,-105.052125,55889,22646,85557538,1466175,33.034,0.566,2.1,37.4,35.5,36.4,9.9,0.6,6.1,1.1,69.3,50.4,49.6,30.7,94.6,3.3,86.1,9,"women's clothing:3,children's apparel:1,beauty products:1,hair care:1,clothing:4,jewelry:2,restaurant:1, beauty products:1,eyewear:2,nutritional supplements:1,footwear:1,diamonds:1, clothing:1"
1152,Peachtree Mall,Muscogee County,georgia,13215,32.510197,-84.874946,189885,82690,560435436,11968740,216.385,4.621,2.6,35.7,31.4,33.5,11.6,0.4,2.2,45.5,64.4,52.1,47.9,35.6,89.6,2.4,46.3,11.5,"shoes:1,headwear:1,women's clothing:5,children's apparel:2,hair care:1,clothing:13,women's shoes:1,jewelry:2,eyewear:2,women's jewelry:1,diamonds:1, clothing:2,personalized gifts:1,telecommunication:1,sporting goods:1,sports apparel:1,beauty products:1,children's clothing:1,cellular accessories:1,restaurant:6,candles:1,video games:1, beauty products:1,nutritional supplements:1,footwear:2"
1153,Adrian Mall,Lenawee County,michigan,26091,41.895915,-84.066853,99892,43452,1941337767,30701176,749.555,11.854,2.7,41.7,38.6,40,14.6,0.5,0.5,2.5,70,49.5,50.5,30,86.3,2,92.3,11.9,"nutritional supplements:1,jewelry:2,beauty products:1,telecommunication:1,clothing:5,women's clothing:1,eyewear:1,women's jewelry:1"
1154,Florence Mall,Boone County,kentucky,21015,38.974595,-84.731444,118811,46154,638067340,26171928,246.359,10.105,2,36.4,34.9,35.7,9.5,0.2,2.1,2.5,73.7,50.5,49.5,26.3,93.6,1.5,91.8,9.3,"shoes:1,headwear:1,women's clothing:3,children's apparel:2,hair care:1,clothing:11,maternity clothing:1,telecommunication:2,jewelry:2,eyewear:1,mattress:1,women's jewelry:1,girl's clothing:1,personalized gifts:1,women's shoes:1,plus size clothing:1,sports apparel:1,beauty products:1,consumer electronics:1,stuffed animals:1,restaurant:3, beauty products:1"
1155,Forest Mall,Fond du Lac County,wisconsin,55039,43.754722,-88.493284,101633,43910,1863633125,119883005,719.553,46.287,2,41.5,39,40.2,15,0.5,1.1,1.3,66.3,50.9,49.1,33.7,92.7,1.7,94.1,8.1,"women's clothing:4,beauty products:1,hair care:1,clothing:7,guest services:1,consumer electronics:1,jewelry:1,eyewear:2,nutritional supplements:1,footwear:1, clothing:1"
1156,The Shops at Prudential Center,Suffolk County,massachusetts,25025,42.33196,-71.020173,722023,315522,150618894,160748611,58.154,62.065,2.1,32.1,30.9,31.5,10.5,0.4,8.2,21.6,48,51.8,48.2,52,92.8,9.7,56,5.3,"shoes:1,women's clothing:3,beauty products:2,clothing:2,ice cream:1,jewelry:2,restaurant:4,candles:1,chocolates:1,eyewear:1,books and digital media:1"
1157,Tempe Marketplace,Maricopa County,arizona,4013,33.346541,-112.495534,3817117,1639279,23828260196,62795719,9200.143,24.246,4.1,35.7,33.5,34.6,12.1,2.1,3.5,5,66.1,50.5,49.5,33.9,86.1,12.8,73,13.7,"men's clothing:1,consumer electronics:1,plus size clothing:1,shoes:1,department store:1,restaurant:3,women's clothing:3,eyewear:1, clothing:2,beauty products:1,headwear:1,footwear:2,girl's clothing:1,books and digital media:1,furniture:1,clothing:9,maternity clothing:1,ice cream:1,telecommunication:2"
1158,Belmar,Denver County,colorado,8031,39.761849,-104.880625,600158,285797,396268588,4225359,153,1.631,3.6,33.9,33.5,33.7,10.4,1.4,3.4,10.2,47.5,50,50,52.5,92.1,11.9,68.9,7.2,"men's clothing:1,consumer electronics:1,shoes:1,restaurant:2,candles:1, accessories:1,plus size clothing:1,women's clothing:4,eyewear:1,department store:1,beauty products:1,sporting goods:1,diamonds:1,children's clothing:1,clothing:5,telecommunication:1"
1159,West County Center,St. Louis city,missouri,29510,38.635699,-90.244582,319294,176002,160343174,10683076,61.909,4.125,4.7,34.7,33.1,33.9,11,0.3,2.9,49.2,47.5,51.7,48.3,52.5,80.7,1.3,43.9,15.1,"men's gifts:1,shoes:1,headwear:1,women's clothing:9,children's apparel:1,sporting goods:1,clothing:17,telecommunication:1,jewelry:5, accessories:1,chocolates:1,eyewear:3,women's jewelry:2,women's handbags:1,girl's clothing:1, clothing:2,personalized gifts:1,men's clothing:2,plus size clothing:2,women's shoes:2,makeup:1,sports apparel:1,beauty products:2,children's clothing:1,stuffed animals:1,restaurant:6, beauty products:1,perfume:1,nutritional supplements:1"
1160,Galleria Dallas,Dallas County,texas,48113,32.766987,-96.778424,2368139,943257,2256602704,96696353,871.279,37.335,2.3,33.4,31.6,32.5,8.8,0.7,5,22.3,65.4,50.6,49.4,34.6,90.7,15.5,53.5,11.9,"men's gifts:1,shoes:2,denim:1,women's clothing:5,children's apparel:1,clothing:16,fasion wholesale:1,jewelry:1, accessories:1,chocolates:1,eyewear:1,women's handbags:1,diamonds:1, clothing:1,coffee:1,girl's clothing:1,sports apparel:1,beauty products:3,children's clothing:1,furniture:2,consumer electronics:1,restaurant:8, beauty products:1,nutritional supplements:1,footwear:2,clothing & shoes:1"
1161,The Avenue Murfreesboro,Rutherford County,tennessee,47149,35.843369,-86.417213,262604,102968,1604145428,12143221,619.364,4.689,2.3,33.1,31.3,32.2,8.2,0.4,3,12.5,69.4,50.6,49.4,30.6,93.5,3.4,78.2,9.1,"men's clothing:1,consumer electronics:1,cookies:1,jewelry:1,children's footwear:1,candles:1,plus size clothing:1,women's clothing:4,eyewear:1,children's apparel:2,home furnishings:1,nutritional supplements:1,beauty products:1,maternity clothing:1,women's jewelry:1,sporting goods:1,girl's clothing:1,children's clothing:1,clothing:6,books and digital media:1,women's shoes:1"
1162,Indian River Mall,Indian River County,florida,12061,27.700638,-80.574803,138028,76346,1302431761,295606459,502.872,114.134,4.8,50.6,47.2,49.1,27.2,0.3,1.2,9,64.3,51.6,48.4,35.7,78.8,3.6,84.3,17.3,"consumer electronics:2, clothing:1,men's gifts:1,jewelry:5,restaurant:2,shoes:1,candles:1,women's clothing:1,eyewear:4,children's apparel:1,home furnishings:1,nutritional supplements:1,beauty products:1,personalized gifts:1,hair care:3,sports apparel:1,clothing:6,women's jewelry:1,women's shoes:1,telecommunication:2"
1163,Tri-County Mall,Hamilton County,ohio,39061,39.196927,-84.544187,802374,377364,1051302780,17407186,405.91,6.721,3,38.8,35.3,37.1,13.3,0.2,2,25.7,59.2,52,48,40.8,88.5,1.1,68.8,12.9,"shoes:1,children's footwear:1,women's clothing:8,children's apparel:3,hair care:1,clothing:15,maternity clothing:1,telecommunication:2,jewelry:2,eyewear:1,personalized gifts:1,diamonds:1, clothing:2,men's clothing:1,coffee:1,women's shoes:2,plus size clothing:2,girl's clothing:1,sports apparel:1,beauty products:1,children's clothing:1,cellular accessories:1,restaurant:5,candles:1,video games:1, beauty products:1,nutritional supplements:2,footwear:2"
1164,Kandi Mall,Kandiyohi County,minnesota,27067,45.152714,-95.004981,42239,19476,2063662339,169818708,796.785,65.567,2,41.3,37.7,39.5,16.2,0.3,0.4,2.3,67.2,50.1,49.9,32.8,85.9,2.9,92.8,5.9,"nutritional supplements:1,beauty products:1,footwear:1,hair care:1,clothing:3,photography:1,women's clothing:2,telecommunication:1"
1165,Grand Central Mall,Wood County,west virginia,54107,39.211679,-81.515928,86956,40215,948607826,27212735,366.26,10.507,2,43.4,40.9,42.2,16.9,0.2,0.5,1.1,66.3,51.8,48.2,33.7,90.9,0.2,96.4,8.1,"consumer electronics:1,footwear:1,candles:1,jewelry:3,restaurant:4, beauty products:1,photography:1,plus size clothing:1,women's clothing:4,eyewear:2, clothing:1,sports apparel:1,beauty products:1,personalized gifts:1,nutritional supplements:1,girl's clothing:1,clothing:10,women's jewelry:1,telecommunication:2"
1166,Martinsburg Mall,Brevard County,florida,12009,28.298275,-80.700384,543376,269864,2630557912,1402040884,1015.664,541.331,3.7,46.7,44.2,45.5,20.4,0.4,2.1,10.1,64.6,51,49,35.4,85.1,1.7,83,14.4,"nutritional supplements:1,footwear:2,beauty products:1,telecommunication:1,hair care:1,restaurant:1,personalized gifts:1,video games:1,clothing:3,jewelry:2"
1167,The Promenade Shops at Dos Lagos,Orange County,california,6059,33.675687,-117.777207,3010232,1048907,2047561084,407916814,790.568,157.498,1.4,37.5,34.9,36.2,11.6,0.6,17.9,1.7,71.4,50.5,49.5,28.6,94.6,14.5,60.8,5.9,"women's shoes:2,children's footwear:1,women's clothing:6,children's apparel:1,beauty products:1,children's clothing:1,mattress:1,clothing:7,shoes:1, accessories:1,eyewear:1,perfume:1,girl's clothing:1"
1168,Wolfchase Galleria,Shelby County,tennessee,47157,35.183794,-89.895397,927644,398274,1976612450,56576401,763.174,21.844,2.8,36.2,32.9,34.6,10.3,0.2,2.3,52.1,65.9,52.3,47.7,34.1,88.1,3.3,40.6,15.1,"men's gifts:1,shoes:2,headwear:1,women's clothing:5,children's apparel:2,home furnishings:1,skincare:1,hair care:1,clothing:15,jewelry:6,chocolates:1,eyewear:2,mattress:1,personalized gifts:1,women's handbags:1,girl's clothing:1,books and digital media:1, clothing:2,women's jewelry:1,coffee:1,telecommunication:2,beauty products:2,children's clothing:1,children's footwear:1,consumer electronics:2,restaurant:4,candles:1,perfume:1,nutritional supplements:1,footwear:3"
1169,Del Amo Fashion Center,Los Angeles County,california,6037,34.196398,-118.261862,9818605,3445076,10509869649,1795012906,4057.884,693.058,1.7,35.9,33.6,34.8,10.9,0.7,13.7,8.7,67.7,50.7,49.3,32.3,94.1,21.8,50.3,5.8,"cookies:1,men's gifts:1,headwear:1,denim:1,women's clothing:7,children's apparel:2,skincare:1,hair care:1,clothing:11,maternity clothing:1,jewelry:1,chocolates:1,eyewear:2,personalized gifts:1,women's handbags:1,girl's clothing:1,books and digital media:1, clothing:1,women's jewelry:2,coffee:1,women's shoes:2,plus size clothing:1,beauty products:2,children's clothing:1,consumer electronics:1,sports clothing:1,restaurant:8,video games:1,nutritional supplements:2,footwear:1"
1170,Broadway Mall,Nassau County,new york,36059,40.729687,-73.589384,1339532,468346,737411094,436460605,284.716,168.518,1.2,42.7,39.5,41.1,15.3,0.2,7.6,11.1,75.9,51.6,48.4,24.1,95.8,5.6,73,4.8,"nutritional supplements:1,sports clothing:1,women's shoes:1,children's footwear:1,restaurant:6,women's clothing:3,eyewear:1,shoes:1,sports apparel:1,department store:1,beauty products:1,headwear:1,footwear:2,girl's clothing:1,children's clothing:1,clothing:12,diamonds:1,disney:1,jewelry:2"
1171,Southbridge Mall,Cerro Gordo County,iowa,19033,43.075171,-93.251266,44151,22163,1471923432,17626527,568.313,6.806,2.2,45.4,41,43.3,17.9,0.2,0.9,1.3,60.9,51.2,48.8,39.1,87.3,0.9,95,8.5,"jewelry:1,restaurant:1,women's clothing:3, beauty products:1,nutritional supplements:1,beauty products:1,clothing:4"
1172,Jefferson Square,Jefferson County,arkansas,5069,34.277695,-91.930701,77435,33006,2255220650,111447666,870.746,43.03,2,38.9,35.7,37.4,13.2,0.3,0.8,55.1,67.2,50.8,49.2,32.8,87.5,0.7,42,9.8,restaurant:1
1173,Conestoga Mall,Hall County,nebraska,31079,40.866023,-98.498004,58607,23549,1414881257,15166027,546.289,5.856,1.6,37,34.7,35.8,13.4,0.9,1,1.7,66.6,50,50,33.4,94.3,11.4,82.6,5.4,"photography:1,women's clothing:4,beauty products:1,hair care:1,clothing:6,consumer electronics:1,women's jewelry:1,restaurant:1, beauty products:1,eyewear:1,nutritional supplements:1,personalized gifts:1, clothing:1,footwear:1"
1174,The Westchester,Westchester County,new york,36119,41.15277,-73.745912,949113,370821,1114982482,179999078,430.497,69.498,1.7,41.5,38.3,40,14.7,0.4,5.4,14.6,68.1,51.9,48.1,31.9,93.6,8.3,68.1,5.5,"fasion wholesale:1,coffee:1,women's shoes:1,men's gifts:1,shoes:1,restaurant:3, accessories:1,chocolates:1,women's clothing:6,children's apparel:1,telecommunication:1,beauty products:2,headwear:1,women's handbags:1,girl's clothing:1,furniture:2,clothing:9,denim:1,clothing & shoes:1,jewelry:2"
1175,North East Mall,Tarrant County,texas,48439,32.77204,-97.291291,1809034,714803,2236735560,100223390,863.608,38.696,2,34.3,32.4,33.4,8.9,0.7,4.7,14.9,69.2,51,49,30.8,91.9,10,66.6,11.7,"coffee:1,men's gifts:1,hair care:2,headwear:1,plus size clothing:1,women's clothing:6,children's apparel:3,home furnishings:1,sports apparel:1,beauty products:2,sporting goods:1,children's clothing:1,clothing:16,guest services:1,shoes:1,consumer electronics:2,sports clothing:1,jewelry:6,restaurant:4, accessories:1,chocolates:1,eyewear:2,mattress:1,nutritional supplements:1,telecommunication:2,skincare:1,women's jewelry:1,women's handbags:1,books and digital media:1,furniture:1, clothing:1,footwear:3"
1176,Stamford Town Center,Westchester County,new york,36119,41.15277,-73.745912,949113,370821,1114982482,179999078,430.497,69.498,1.7,41.5,38.3,40,14.7,0.4,5.4,14.6,68.1,51.9,48.1,31.9,93.6,8.3,68.1,5.5,"men's gifts:1,shoes:2,children's footwear:1,women's clothing:3,children's apparel:1,clothing:9,women's shoes:3,jewelry:4,chocolates:1,eyewear:2,women's handbags:1,girl's clothing:1,books and digital media:1,telecommunication:2,makeup:1,beauty products:2,children's clothing:1,furniture:2,consumer electronics:1,restaurant:7,candles:1,perfume:1,nutritional supplements:1,footwear:1"
1177,Gadsden Mall,Etowah County,alabama,1055,34.047638,-86.03442,104430,47454,1385618994,35322991,534.991,13.638,2.6,41.7,38.8,40.2,15.8,0.4,0.6,15.1,68.3,51.5,48.5,31.7,88.6,1.9,80.3,11.6,"men's clothing:1,cookies:1,sporting goods:1,women's clothing:2,beauty products:1,hair care:1,children's clothing:1,clothing:7,telecommunication:1,jewelry:1,restaurant:1,video games:1,nutritional supplements:1,footwear:1"
1178,Holly Hill Mall,Alamance County,north carolina,37001,36.041974,-79.399935,151131,66576,1098007863,27957457,423.943,10.794,2.9,39.7,37.5,38.7,14.6,0.7,1.2,18.8,66.5,52.4,47.6,33.5,90.1,6.1,71.1,11.2,"nutritional supplements:1,skincare:1,coffee:1,footwear:1,sporting goods:1,photography:1,jewelry:1,clothing:2,shoes:1"
